id,seller_id,buyer_id,status,created_at,total_value
88,59,771,refunded,2024-02-05 13:31:58,822.94
89,14,245,delivered,2024-09-11 05:19:29,11391.39
90,18,2170,completed,2024-07-18 23:10:17,16972.68
91,82,1968,completed,2023-11-12 16:22:23,9973.29
92,19,2260,delivered,2023-11-21 09:15:27,5667.4
93,14,1114,refunded,2024-09-05 03:53:41,50913.54
94,10,750,delivered,2024-09-14 08:44:38,7158.99
95,83,1720,delivered,2023-08-02 03:13:33,12217.84
96,8,818,delivered,2024-11-10 06:07:15,19849.22
97,29,2020,completed,2024-10-10 20:33:12,1952.29
98,38,1683,refunded,2024-01-07 04:43:09,8117.27
99,68,879,completed,2023-10-15 05:31:48,6713.17
100,59,2634,delivered,2024-07-15 09:34:02,20045.19
101,89,2851,delivered,2024-08-15 05:51:47,16143.09
102,3,643,completed,2023-09-05 02:40:00,7259.58
103,17,1502,delivered,2024-03-20 16:49:48,5099.8
104,16,1781,completed,2023-12-08 01:59:27,29408.71
105,9,1352,refunded,2023-12-01 06:05:44,41069.84
106,17,804,delivered,2024-05-18 16:18:51,30546.15
107,18,554,completed,2023-12-18 15:34:36,7250.58
108,40,1070,completed,2023-11-14 18:34:41,7905.43
109,64,1888,completed,2024-03-02 14:48:55,26707.75
110,22,2478,completed,2023-11-25 08:00:46,38625.97
111,73,1555,delivered,2024-08-28 21:50:36,3804.5
112,19,364,completed,2024-09-04 16:53:59,10533.1
113,17,1318,completed,2023-09-08 01:23:14,9330.71
114,43,852,completed,2024-11-10 16:00:15,13275.87
115,2,2277,processing,2023-08-04 20:40:47,16923.88
116,5,795,completed,2023-12-24 18:41:00,13350.83
117,24,2743,delivered,2024-03-26 20:09:07,7748.08
118,111,2165,delivered,2023-10-20 20:25:55,4577.09
119,74,1597,completed,2024-05-17 05:37:10,23543.76
120,5,1191,delivered,2024-09-15 22:31:57,16349.32
121,95,1908,delivered,2023-09-17 19:00:13,20003.3
122,76,796,cancelled,2024-04-01 05:07:05,10297.15
123,55,2485,processing,2023-10-11 05:43:04,1097.65
124,90,1666,refunded,2023-09-29 16:24:46,47433.04
125,23,121,delivered,2024-04-16 21:10:52,25388.29
126,13,1702,processing,2024-01-13 23:41:22,5179.77
127,39,446,delivered,2024-01-23 10:02:20,32135.97
128,45,2962,completed,2024-11-10 04:09:59,3034.0
129,43,150,delivered,2024-03-16 07:35:42,12625.33
130,47,1503,delivered,2024-04-19 03:18:12,23660.5
131,112,528,delivered,2023-08-14 22:57:47,9009.21
132,104,214,cancelled,2024-08-30 09:51:39,25363.88
133,100,1081,completed,2023-09-01 08:01:35,246.97
134,87,1833,cancelled,2024-04-23 02:41:59,12977.3
135,111,1534,delivered,2023-11-05 10:05:01,4913.36
136,6,2481,cancelled,2024-08-29 02:36:42,5138.48
137,15,1856,processing,2024-10-26 18:01:36,50401.25
138,36,2990,delivered,2024-07-20 08:13:35,1288.71
139,95,2373,completed,2024-10-15 18:28:38,5988.77
140,37,797,processing,2023-12-26 20:51:39,2213.18
141,78,1761,delivered,2024-10-08 20:20:14,17396.48
142,8,1335,delivered,2024-11-10 21:33:06,39160.96
143,15,604,delivered,2024-05-05 15:03:58,9761.68
144,75,2302,delivered,2024-06-26 20:21:16,3378.64
145,10,1285,delivered,2023-11-02 08:25:41,18021.81
146,20,2085,completed,2023-09-01 12:07:54,17553.48
147,15,333,delivered,2024-11-18 06:27:13,6696.83
148,20,2485,completed,2024-04-06 15:11:44,4197.77
149,71,803,refunded,2024-07-10 07:57:53,16413.8
150,21,239,delivered,2024-07-14 18:26:03,23521.65
151,46,2316,delivered,2024-11-10 10:19:53,237.44
152,6,2764,delivered,2023-09-22 03:55:03,10697.45
153,88,1729,completed,2024-09-02 16:30:05,32449.61
154,21,388,delivered,2024-03-09 04:19:21,32928.7
155,61,2574,completed,2024-09-07 10:46:27,49350.4
156,74,1305,delivered,2024-04-19 21:33:42,10129.51
157,12,1650,delivered,2023-11-01 10:13:36,16351.61
158,101,64,completed,2023-08-02 17:58:13,24175.84
159,56,354,processing,2024-05-11 07:29:22,14874.48
160,25,2813,completed,2024-10-16 06:58:41,9566.65
161,11,298,processing,2023-11-16 18:22:38,23761.88
162,111,964,delivered,2024-11-15 23:51:38,26385.45
163,79,2222,delivered,2024-11-07 15:40:58,21289.77
164,12,1162,completed,2024-11-29 06:42:47,21527.88
165,19,2690,completed,2024-11-21 03:17:47,15115.04
166,89,2501,delivered,2023-11-25 04:36:24,13696.02
167,69,1561,delivered,2024-04-14 18:38:03,8894.24
168,81,2145,completed,2024-11-04 01:24:40,22964.84
169,27,2360,cancelled,2024-05-30 23:57:06,8501.83
170,73,1594,completed,2024-10-20 23:02:51,6304.99
171,22,2170,delivered,2024-05-14 10:16:01,1859.28
172,12,1499,completed,2024-08-15 07:24:14,15638.43
173,59,2553,completed,2024-09-01 22:09:15,14177.13
174,116,1859,completed,2024-04-11 14:00:13,7608.39
175,18,2149,completed,2024-06-27 01:52:38,4084.9
176,30,447,completed,2023-10-07 16:21:07,2516.31
177,66,500,delivered,2024-09-10 18:52:01,17561.37
178,43,2107,delivered,2024-04-27 13:05:08,17885.91
179,94,2391,delivered,2024-07-15 08:30:02,16157.07
180,80,2410,delivered,2024-04-03 05:53:33,14404.18
181,4,1526,delivered,2024-10-29 10:00:29,5849.87
182,120,1969,completed,2024-01-06 12:32:13,15842.15
183,79,2936,delivered,2024-08-23 00:55:45,31219.87
184,98,895,cancelled,2023-12-13 06:36:11,8215.75
185,62,242,completed,2023-08-07 07:16:18,20206.68
186,96,741,refunded,2024-08-07 21:19:55,8034.99
187,7,134,completed,2024-11-23 11:45:16,15088.17
188,20,2694,delivered,2023-10-19 10:04:37,12706.04
189,100,881,completed,2024-01-16 18:12:17,38711.11
190,12,2266,delivered,2024-01-31 15:50:07,25144.72
191,5,2020,completed,2024-06-01 07:34:33,14068.7
192,85,478,completed,2024-07-13 01:27:13,12076.89
193,93,2039,delivered,2024-01-14 09:40:14,19682.11
194,10,2766,cancelled,2023-10-16 13:13:28,8478.62
195,96,223,delivered,2023-12-13 13:55:06,6012.83
196,68,2810,refunded,2024-09-06 19:51:07,24486.8
197,40,1616,processing,2023-09-01 09:48:54,21155.15
198,92,449,delivered,2024-04-26 10:27:03,16619.59
199,24,2678,refunded,2024-09-01 04:49:56,5418.54
200,11,1926,completed,2024-11-03 23:21:41,5476.42
201,16,484,refunded,2024-07-23 13:26:53,16215.94
202,37,1568,delivered,2023-11-09 14:06:04,30863.09
203,42,2197,completed,2023-12-17 21:46:34,14577.41
204,88,94,cancelled,2024-06-02 15:18:05,14141.74
205,85,2870,cancelled,2024-04-28 20:00:46,17449.11
206,50,70,cancelled,2024-01-25 18:19:11,17043.45
207,84,221,delivered,2024-05-08 00:51:42,6855.04
208,11,92,delivered,2023-11-09 23:08:40,9609.32
209,3,1403,completed,2023-12-02 04:29:21,19412.8
210,99,1850,completed,2024-03-27 10:22:13,14477.64
211,5,453,completed,2023-09-16 03:16:04,13818.47
212,14,2230,completed,2023-10-15 16:11:44,12902.71
213,69,1893,delivered,2024-04-14 23:31:30,3213.33
214,23,1129,delivered,2024-01-02 22:50:51,15429.57
215,100,494,delivered,2024-04-16 05:47:16,4894.44
216,17,1801,processing,2024-07-05 19:07:21,9928.71
217,1,1354,delivered,2023-08-20 08:47:30,16717.74
218,17,2867,refunded,2024-02-26 08:53:34,3043.29
219,50,2450,cancelled,2024-06-02 19:20:15,18325.97
220,22,408,completed,2024-08-11 16:13:27,12871.95
221,42,864,delivered,2024-09-04 07:31:50,27356.58
222,100,2705,completed,2024-01-14 11:37:44,15415.32
223,106,2726,delivered,2024-02-18 13:16:18,653.79
224,15,2520,delivered,2024-11-05 12:26:19,24983.6
225,30,1187,processing,2024-08-29 17:51:39,14073.94
226,45,1246,delivered,2023-11-02 03:56:23,19759.27
227,112,2308,completed,2024-11-05 16:17:14,11837.78
228,120,678,delivered,2024-06-24 22:08:13,35989.5
229,14,1453,completed,2023-10-31 14:04:33,14611.43
230,75,726,delivered,2024-10-03 16:36:26,27994.6
231,22,2622,completed,2024-11-12 17:17:51,21402.87
232,1,1457,delivered,2024-02-05 20:47:40,18445.07
233,1,1059,completed,2023-11-26 13:09:27,25977.17
234,30,874,delivered,2024-06-12 14:49:13,13568.65
235,35,1074,completed,2023-10-15 14:56:56,11184.39
236,2,1926,cancelled,2024-08-11 02:52:48,24189.36
237,68,2258,completed,2024-02-27 21:06:02,5992.65
238,17,928,cancelled,2024-11-26 13:07:36,7534.65
239,47,1730,delivered,2024-09-22 04:34:24,23140.44
240,17,1341,completed,2024-02-19 21:28:21,36574.07
241,10,2275,cancelled,2024-01-08 21:23:53,19546.57
242,23,229,completed,2023-08-06 23:08:04,13130.08
243,14,557,completed,2024-10-24 18:46:01,17506.92
244,42,2281,delivered,2024-07-01 00:45:37,6563.52
245,12,2008,cancelled,2024-04-21 00:30:26,11480.92
246,38,1514,completed,2024-06-10 03:14:38,12020.71
247,9,657,refunded,2023-10-31 23:24:08,5089.59
248,65,1754,processing,2024-08-06 13:22:04,9905.9
249,79,1526,processing,2024-08-25 23:19:10,43865.45
250,7,325,completed,2024-11-05 13:22:45,9805.76
251,31,938,delivered,2024-08-06 20:01:16,24812.67
252,4,1436,processing,2023-12-10 02:43:39,13986.34
253,53,1329,refunded,2024-05-08 04:42:46,13282.02
254,15,632,processing,2024-07-13 13:03:41,33872.42
255,41,348,delivered,2024-06-05 05:56:30,25057.95
256,39,52,delivered,2023-09-17 04:59:16,4075.81
257,108,1356,cancelled,2024-03-25 08:29:34,14053.66
258,45,2930,refunded,2024-08-27 02:32:57,38858.34
259,50,1313,completed,2024-11-05 17:42:16,13303.26
260,23,1047,refunded,2024-05-26 19:29:51,31571.63
261,112,2790,completed,2024-05-19 16:50:49,14834.21
262,83,835,cancelled,2024-01-23 20:06:23,8608.44
263,16,644,processing,2024-10-14 01:50:23,29860.85
264,94,497,completed,2023-10-30 20:32:03,5327.44
265,25,2834,delivered,2024-07-24 07:25:31,16573.67
266,92,2772,delivered,2024-05-26 23:55:13,2389.14
267,91,1572,cancelled,2024-03-12 06:56:56,6878.0
268,11,1308,delivered,2023-10-06 01:29:28,18216.43
269,70,1296,cancelled,2023-10-15 20:28:47,18174.77
270,17,1656,processing,2023-08-03 17:23:58,14016.16
271,17,189,delivered,2024-05-29 20:53:51,4051.79
272,17,370,delivered,2024-01-22 14:29:27,53042.38
273,74,2548,delivered,2024-05-28 16:34:00,31443.68
274,13,2517,completed,2024-11-02 03:11:05,6829.7
275,1,2874,cancelled,2024-05-05 11:02:56,9321.57
276,73,2267,refunded,2024-10-18 00:08:08,6827.87
277,10,2893,completed,2023-11-16 03:56:32,20531.54
278,6,593,completed,2024-11-15 16:13:31,7265.37
279,14,1083,delivered,2024-05-11 14:57:42,19347.19
280,22,1783,cancelled,2023-11-07 04:37:18,587.21
281,32,2036,cancelled,2024-10-20 05:52:40,136.77
282,3,2885,refunded,2024-06-14 11:07:01,15395.87
283,116,2294,delivered,2024-03-05 11:33:05,7208.35
284,73,2117,completed,2024-02-20 08:37:59,15397.02
285,19,1440,processing,2023-09-15 19:52:27,10628.5
286,18,1900,refunded,2023-10-24 19:46:17,34107.9
287,28,2870,cancelled,2023-10-07 06:46:58,21446.02
288,58,539,delivered,2024-03-04 17:28:08,48265.87
289,9,2300,delivered,2024-06-09 05:42:56,21251.68
290,11,992,completed,2023-11-26 14:00:03,18373.49
291,97,2245,completed,2024-02-12 05:53:37,33018.91
292,15,218,delivered,2024-07-11 02:58:36,41763.8
293,22,2867,completed,2023-08-22 09:41:14,14794.16
294,99,583,completed,2024-07-11 05:24:13,498.5
295,64,1520,processing,2024-04-01 18:23:37,25178.06
296,20,647,refunded,2023-09-09 10:29:39,2182.97
297,67,750,processing,2024-04-26 13:00:21,28696.13
298,2,2417,delivered,2023-08-22 18:53:45,10823.57
299,76,2075,delivered,2024-03-08 18:05:01,5402.28
300,34,2679,completed,2024-11-20 23:23:44,16840.08
301,89,243,delivered,2024-10-22 00:41:46,12123.96
302,113,302,delivered,2024-08-05 21:15:26,10055.27
303,108,2336,cancelled,2024-03-26 06:21:37,20693.65
304,105,1426,cancelled,2023-09-26 14:33:15,2111.79
305,39,753,delivered,2023-12-24 01:38:53,27754.93
306,21,2635,refunded,2024-06-23 14:04:48,30323.52
307,31,558,delivered,2023-08-06 01:04:47,13287.6
308,68,1848,completed,2024-10-13 07:25:47,21779.03
309,101,580,delivered,2024-05-01 17:52:36,14123.85
310,12,925,delivered,2024-10-01 18:21:56,9599.35
311,107,2651,cancelled,2023-12-11 18:07:11,1820.44
312,89,2961,completed,2023-10-13 03:06:27,11694.06
313,117,969,delivered,2024-11-12 01:01:30,16955.78
314,100,1953,completed,2023-09-11 22:09:16,5916.67
315,16,937,completed,2023-11-29 18:29:20,2192.46
316,6,2683,completed,2023-11-11 06:40:34,41443.05
317,7,538,completed,2024-07-06 21:48:49,1980.32
318,17,2062,completed,2024-04-17 13:31:24,16001.85
319,56,541,cancelled,2023-08-18 19:13:04,20213.39
320,88,2385,delivered,2024-09-16 08:25:51,6644.79
321,104,665,completed,2023-10-03 00:55:46,36134.56
322,57,167,completed,2024-06-02 00:42:54,44865.79
323,1,2325,delivered,2023-08-07 15:07:30,4488.92
324,11,482,completed,2023-11-23 01:37:57,14862.68
325,6,2759,completed,2024-09-03 18:27:45,36141.54
326,21,2696,delivered,2024-05-22 08:40:36,27027.86
327,37,1888,processing,2023-12-23 23:34:32,22844.42
328,3,1662,completed,2024-02-24 10:39:39,14121.78
329,20,1858,delivered,2024-02-25 08:33:50,23094.22
330,11,2060,completed,2023-09-19 09:15:25,998.7
331,61,2346,completed,2024-11-23 06:25:13,20057.49
332,30,2939,delivered,2023-11-01 04:02:48,5604.7
333,36,1016,cancelled,2023-12-01 06:23:38,49010.66
334,24,2175,cancelled,2023-12-08 17:19:59,1031.48
335,113,379,processing,2024-04-04 01:13:23,22225.46
336,13,2781,delivered,2023-12-29 05:10:21,19671.59
337,39,192,processing,2024-05-04 09:00:40,17004.23
338,76,1897,delivered,2023-11-02 03:22:45,11979.16
339,46,356,delivered,2023-12-06 18:05:59,29513.61
340,109,2521,completed,2024-01-13 14:29:50,41884.58
341,22,929,delivered,2023-10-07 15:48:12,11697.22
342,30,2072,cancelled,2024-01-03 06:28:03,8399.32
343,5,2268,completed,2024-10-07 15:00:56,15150.72
344,55,1649,delivered,2024-02-21 01:09:19,964.94
345,17,631,completed,2024-10-13 16:22:31,13584.58
346,9,1449,delivered,2024-05-19 20:17:29,2171.53
347,44,1596,completed,2024-08-06 21:15:49,20391.21
348,42,2676,delivered,2023-11-24 08:11:15,536.01
349,5,1644,delivered,2024-08-30 03:11:25,13686.51
350,70,2565,delivered,2024-05-13 01:22:31,669.55
351,57,2758,completed,2024-06-28 15:26:31,5526.63
352,11,2035,completed,2023-12-22 14:05:30,122.72
353,31,649,delivered,2023-09-25 05:47:05,9694.6
354,74,2541,delivered,2024-09-17 04:49:53,20078.51
355,41,760,completed,2024-05-29 11:00:22,23402.06
356,23,852,processing,2024-10-18 00:37:23,22052.84
357,19,284,completed,2023-08-19 06:25:31,20406.64
358,55,2726,cancelled,2024-03-19 04:28:53,4144.1
359,110,155,delivered,2024-05-26 21:48:56,20831.87
360,65,2763,completed,2024-03-20 18:59:35,18896.1
361,5,2506,completed,2024-03-06 19:08:15,15404.19
362,30,1055,cancelled,2024-03-25 04:11:00,33629.8
363,102,1105,refunded,2024-02-21 21:28:59,16509.18
364,6,702,completed,2023-09-07 02:01:01,28650.99
365,119,2387,refunded,2024-02-26 09:52:15,2879.95
366,112,2339,delivered,2023-09-17 12:55:26,23541.29
367,5,1936,cancelled,2023-11-11 11:00:43,17617.1
368,109,1458,completed,2023-10-29 04:00:13,17731.62
369,21,1382,delivered,2024-08-01 02:39:45,26027.86
370,94,1215,refunded,2023-12-26 23:03:35,14637.42
371,24,1703,delivered,2024-06-03 18:32:35,24900.46
372,27,1996,delivered,2024-03-10 04:17:27,6165.86
373,59,1305,completed,2024-01-25 09:19:42,17475.33
374,83,654,completed,2023-11-12 16:11:00,13403.21
375,2,899,completed,2024-06-13 03:06:17,7452.38
376,52,1793,refunded,2023-11-19 06:58:06,20582.61
377,11,1059,cancelled,2023-12-11 12:43:25,18813.6
378,20,279,processing,2024-10-25 16:27:41,17689.44
379,20,2239,delivered,2023-10-18 21:46:48,19933.48
380,31,1806,completed,2024-07-30 09:47:37,24497.51
381,19,1044,processing,2023-11-23 12:20:52,26777.9
382,7,2516,completed,2023-09-27 10:13:40,10104.36
383,9,2408,processing,2024-11-22 10:23:01,8352.18
384,2,719,completed,2024-08-17 07:49:55,16331.28
385,32,7,delivered,2023-12-30 20:25:18,4147.78
386,113,2045,delivered,2024-04-13 00:17:42,4761.77
387,7,2793,delivered,2024-02-16 21:53:09,28331.58
388,111,1943,completed,2023-12-11 10:16:56,2810.31
389,76,1636,completed,2024-11-12 01:01:32,14423.09
390,60,1786,completed,2023-11-28 17:55:28,11371.66
391,61,2648,delivered,2024-04-20 19:23:38,2456.17
392,91,166,completed,2024-10-19 18:12:30,3382.89
393,6,2715,processing,2023-10-27 11:59:56,24044.07
394,37,1074,delivered,2023-09-15 10:17:19,4556.29
395,70,2059,processing,2024-08-21 16:11:12,23557.19
396,51,1646,completed,2024-06-06 03:24:46,17969.34
397,92,594,completed,2023-12-29 03:31:16,1579.34
398,5,2506,completed,2024-01-16 12:23:35,48305.83
399,69,2511,completed,2024-09-13 05:07:13,11379.29
400,42,2251,completed,2024-01-18 08:47:49,25048.4
401,22,16,completed,2023-09-06 01:12:20,17170.47
402,20,2266,delivered,2024-06-20 14:46:37,30062.4
403,57,2277,processing,2024-01-08 15:12:05,25658.6
404,102,1629,delivered,2024-02-09 11:55:34,2977.49
405,36,824,processing,2024-11-15 20:21:58,13254.04
406,91,917,completed,2023-12-24 02:51:22,17469.47
407,23,1664,processing,2024-08-09 14:19:21,10260.14
408,6,2601,refunded,2024-09-22 01:15:53,22654.32
409,4,1444,processing,2024-06-21 10:42:43,32735.27
410,3,1601,completed,2024-06-06 02:37:47,19645.79
411,22,666,completed,2024-01-21 14:38:04,9071.93
412,19,1947,completed,2024-11-22 12:05:57,7579.55
413,73,2267,cancelled,2024-07-21 04:23:51,9465.16
414,77,2086,completed,2024-11-15 10:50:10,21830.25
415,3,115,completed,2024-04-02 11:21:30,3381.48
416,13,1616,refunded,2023-12-11 00:53:55,17930.32
417,16,2727,cancelled,2024-04-13 05:24:33,7648.91
418,44,435,delivered,2024-06-19 02:41:27,26412.49
419,9,2316,completed,2024-07-06 10:02:11,16469.49
420,8,1211,completed,2024-02-12 18:49:56,574.54
421,111,1405,processing,2024-10-07 21:32:42,25064.71
422,88,2495,completed,2024-01-31 05:42:55,9694.06
423,11,1593,completed,2024-03-12 03:24:13,10996.19
424,23,336,processing,2024-03-11 06:49:35,1675.48
425,20,1616,completed,2023-12-22 13:34:18,44910.63
426,85,701,completed,2024-03-25 02:43:00,3069.53
427,38,1664,completed,2024-08-25 04:36:53,2316.86
428,8,1488,completed,2023-10-12 00:54:48,7835.84
429,77,1219,delivered,2024-09-14 19:51:55,19885.28
430,23,2471,completed,2024-04-15 22:28:04,2823.41
431,15,282,delivered,2024-02-03 03:19:25,16725.37
432,22,2273,delivered,2024-04-02 10:06:07,17180.27
433,36,2097,completed,2024-09-01 14:12:37,25038.8
434,20,2427,cancelled,2024-10-31 08:57:56,32849.13
435,14,1394,delivered,2024-10-22 12:15:05,15274.59
436,23,2885,completed,2024-11-04 17:22:09,7756.38
437,2,2117,completed,2024-11-20 17:46:33,35611.36
438,82,518,processing,2023-10-26 08:12:27,39665.9
439,10,2493,processing,2024-07-16 23:09:15,34528.42
440,3,1603,processing,2023-10-21 09:49:17,4351.27
441,62,2060,completed,2024-07-03 10:07:39,11728.77
442,83,2950,delivered,2023-12-08 15:41:17,37432.79
443,89,2067,delivered,2024-07-26 05:00:09,17243.93
444,35,2964,delivered,2024-10-19 19:32:05,7654.59
445,12,2058,delivered,2023-09-03 04:17:35,3022.3
446,76,2856,cancelled,2024-01-07 03:48:12,6523.79
447,70,248,delivered,2024-11-29 17:15:16,5430.67
448,14,2666,completed,2024-05-26 16:28:00,16473.96
449,104,983,delivered,2023-12-20 03:20:03,12310.02
450,6,1022,completed,2024-09-08 20:37:05,592.91
451,118,1689,completed,2023-10-21 10:25:01,35500.98
452,97,510,completed,2024-10-09 03:11:33,16547.97
453,68,1062,delivered,2024-07-18 01:53:38,4300.11
454,110,866,processing,2024-10-20 21:11:53,22633.2
455,74,2835,processing,2024-10-16 11:22:39,12843.89
456,11,2514,delivered,2024-02-26 10:07:34,20347.94
457,27,2265,processing,2023-11-02 01:34:19,42562.72
458,5,2671,delivered,2024-09-01 15:47:57,3924.64
459,22,2939,completed,2023-08-10 16:12:13,13467.37
460,77,162,processing,2023-09-22 16:15:28,14573.28
461,22,2898,delivered,2024-11-02 11:34:24,9476.49
462,19,592,completed,2024-03-03 04:32:46,32672.02
463,53,1529,completed,2024-08-20 06:16:34,12916.79
464,99,1768,completed,2023-09-09 03:00:26,4211.87
465,3,621,cancelled,2023-08-25 16:44:56,12513.5
466,22,1949,delivered,2023-08-24 07:42:28,995.15
467,9,2307,processing,2023-08-21 04:36:59,12092.7
468,69,310,delivered,2024-08-19 22:55:10,775.52
469,6,2908,cancelled,2024-06-12 12:35:12,30704.99
470,64,1201,refunded,2023-11-11 07:53:52,1949.87
471,17,1403,completed,2024-10-30 11:46:02,19914.51
472,12,1828,cancelled,2024-08-03 12:34:54,18184.2
473,110,2283,completed,2023-11-13 00:45:28,6985.92
474,2,2356,delivered,2024-04-05 07:03:52,51780.39
475,26,1899,completed,2023-09-15 15:52:37,17148.72
476,2,179,completed,2024-10-17 17:26:32,14795.39
477,34,1102,delivered,2024-02-27 00:58:33,7416.79
478,37,768,completed,2023-08-08 13:20:58,4491.63
479,19,608,refunded,2024-05-06 01:27:26,34618.12
480,8,2328,processing,2023-11-03 05:31:58,1548.45
481,22,2572,completed,2024-01-30 14:31:29,5397.92
482,65,2384,delivered,2024-10-22 07:13:20,10419.6
483,84,2244,delivered,2024-02-17 09:42:54,9673.45
484,42,1021,delivered,2023-10-15 04:07:47,11609.69
485,52,580,cancelled,2024-03-28 01:02:00,3655.22
486,12,2723,completed,2024-05-08 23:09:41,7410.39
487,17,2447,completed,2024-10-26 01:21:11,19833.38
488,10,2077,completed,2023-11-16 00:16:14,22753.83
489,14,2822,completed,2023-11-14 14:09:52,5101.52
490,13,35,completed,2023-10-13 04:08:32,23404.22
491,40,250,delivered,2023-12-13 06:57:35,4844.94
492,47,355,completed,2023-12-15 12:47:45,22407.96
493,111,2683,processing,2024-09-17 11:45:11,31265.12
